1       8
997.00      1010.80       5
1063.41      1073.32       6
1090.44      1102.90       2
1113.07      1123.11       7
1135.47      1147.53       4
1169.02      1176.41       6
1251.50      1257.51       7
1312.59      1323.43       2
1403.21      1412.67       7
788       1
374.79      386.39       8
401.62      414.08       9
484.81      499.37       3
583.13      597.00       4
615.52      619.50       5
678.88      688.61       6
776.88      788.05       5
789      10
410.19      413.84       8
494.45      506.95       1
559.81      568.17      10
599.19      611.07       4
683.91      698.22       3
721.42      734.46       1
769.46      781.14       7
875.95      880.63       8
913.98      918.39       6
1008.24      1015.31       4
1087.13      1093.76       9
1155.95      1161.00       6
1229.94      1234.26       8
1267.55      1280.39       9
1342.56      1357.94       3
790       7
414.87      427.54      10
438.69      451.42       7
535.81      540.48       8
549.94      553.64       3
564.13      578.14       4
677.33      681.51       5
744.87      760.48       9
793.84      807.59       5
903.82      914.56       6
945.53      956.38       5
1000.99      1015.20       2
1039.00      1049.24       7
1133.47      1137.65       8
1218.48      1229.99       9
791       2
419.99      428.48       8
505.35      515.45       5
572.03      584.01       7
634.56      645.06       1
723.94      732.30       6
821.20      830.15       1
860.35      868.57      10
890.81      898.46       3
987.77      1001.51       4
1014.29      1026.88       7
1078.57      1090.28       4
1135.85      1147.09       7
1168.63      1180.12       4
1251.58      1258.01       6
1328.83      1334.54       9
1390.88      1405.13       7
792       9
395.21      399.44      10
458.65      463.14       9
480.91      485.20      10
534.30      545.48       4
593.71      597.92       8
619.55      624.24       7
793      10
365.06      378.28       7
399.31      404.09       8
412.69      416.75       7
448.26      461.28       9
523.28      526.72       2
561.09      565.87       3
627.83      632.11       8
672.02      683.88       5
741.95      751.40       6
835.46      840.28       9
879.35      882.88       2
888.59      895.20       4
905.78      912.73       6
922.00      932.57       5
794       8
369.37      373.26      10
438.92      451.95       7
540.73      545.18       8
639.76      644.20       6
677.05      681.12       8
731.53      736.16       7
768.12      782.00      10
845.69      858.74       6
920.33      925.92       9
996.81      1000.35       2
1094.54      1102.96       8
1171.55      1175.52      10
1239.63      1251.16       4
1266.71      1277.90      10
795      10
380.84      393.31       7
434.59      446.93      10
498.98      510.33       2
578.78      589.95      10
679.76      692.90       6
754.72      760.51       7
791.37      805.15       9
889.27      905.02       5
923.41      930.75       1
977.87      987.69       4
1036.71      1040.68       5
1080.20      1089.05       3
796       1
433.22      441.72      10
478.05      491.18       7
536.85      549.87      10
609.78      618.37       1
647.84      660.84       3
726.67      741.17       4
787.95      791.97       8
797       2
459.26      469.26      10
532.64      540.01       3
591.41      598.63      10
683.63      687.44       8
751.51      756.08       4
815.22      819.91       8
833.75      846.58       9
887.22      900.34       3
944.20      957.84       7
971.91      985.64       9
1028.17      1031.80       2
1081.76      1085.27       9
798       3
442.24      456.19       9
531.99      545.38       5
553.41      564.27       6
657.93      661.88       8
740.49      745.20       7
752.31      761.68       2
773.23      784.49       1
820.46      830.11       6
861.51      866.31       9
925.62      932.20       4
940.95      953.31       3
967.65      976.98       5
1006.50      1017.62       7
1041.64      1046.00       8
1061.89      1066.42       7
799       9
368.18      371.79       2
392.83      402.88      10
477.50      481.53       8
490.84      494.83       4
544.09      556.99       3
615.25      620.21       6
642.83      652.45       1
733.44      742.83       2
790.82      801.73       1
842.36      853.64       4
953.49      966.04       7
976.64      986.28       2
1044.88      1051.24       4
1105.97      1112.03       6
1193.24      1206.92       2
1284.33      1287.77       9
1340.41      1344.63      10
1390.40      1401.84       2
800       8
477.17      488.61       9
557.78      561.95      10
636.04      649.39       7
696.10      707.22       4
790.12      801.47      10
849.11      860.28       2
943.27      948.41       3
801       1
437.05      447.45       8
485.23      493.41       2
554.33      567.74       5
643.54      656.92       7
702.12      712.77       2
780.32      790.65       1
828.85      836.60       5
863.75      872.57       3
913.13      918.85       6
963.44      975.46       2
1033.00      1044.04       1
1050.19      1058.92       6
1125.07      1129.67       8
1148.21      1159.45       1
1202.40      1215.38       9
1237.60      1250.94       8
1301.44      1313.20       5
802       2
442.38      446.88       3
515.72      528.44       9
557.37      569.03       8
655.47      659.32      10
689.08      697.43       1
731.62      745.03       3
813.62      827.04       4
918.74      925.12       9
980.24      985.79       6
993.40      998.84       9
1014.78      1018.56       2
1107.95      1113.01       3
1160.05      1165.67       6
1198.60      1203.50       9
1283.30      1290.01       4
1368.41      1375.68       9
803       8
370.35      374.35      10
416.22      430.79       5
516.26      519.97       4
542.51      546.69       8
604.78      616.57       9
703.48      719.17       5
804       6
468.86      479.54       5
530.16      541.97       8
571.80      576.11       6
649.32      654.55       3
721.42      733.57       4
769.75      773.54       5
812.20      824.32       7
865.43      878.63       3
904.25      913.66       5
946.70      957.36       6
999.98      1006.96       4
1058.64      1065.20       2
1085.90      1100.09       5
1133.81      1145.75       8
805       4
371.08      382.43       1
416.37      425.47       6
441.12      446.53       3
466.09      475.08       5
574.75      582.73       1
610.66      621.30       2
633.61      638.41       3
705.63      720.33       7
806      10
472.09      476.43       9
511.03      524.05       3
576.25      580.78       2
641.55      646.52       3
705.87      718.30       4
728.82      735.65       9
790.80      802.33       1
815.76      830.98       3
887.17      900.15       9
966.89      980.77       8
1071.92      1076.10       4
1131.55      1135.96       5
1216.87      1232.19       9
807       7
418.23      428.78       2
509.71      523.32       6
579.78      586.18       7
654.83      666.51       4
750.60      761.26       1
860.99      871.92       2
902.48      911.04       8
927.07      930.67      10
972.53      986.31       5
1071.29      1084.36      10
1123.10      1134.59       4
1188.67      1198.61       1
1266.78      1275.34       5
1293.37      1303.66       8
1395.67      1399.75       6
808       6
435.32      447.98      10
491.07      504.17       7
551.26      555.82       8
616.37      620.91       6
692.61      703.61       5
747.19      755.32       1
809       7
361.90      366.39       8
453.91      467.34       9
488.93      501.36       8
514.77      528.60       9
557.84      571.17       8
614.02      627.84       9
666.48      679.96       3
700.92      707.77      10
802.87      810.07       3
906.50      915.33       5
948.53      957.98       6
1020.67      1026.02       9
1108.14      1121.56       7
1167.57      1177.81       1
1242.06      1250.12       5
810       3
459.59      464.55       6
514.75      521.36       7
598.11      611.23       5
661.95      670.19       1
677.10      690.40       9
783.86      789.38       6
872.65      878.57       3
952.02      967.16       7
986.53      999.73       3
1050.77      1059.34       5
1155.52      1166.78       6
1174.88      1180.70       7
1208.61      1220.32       4
1242.23      1254.76       3
1304.23      1308.80       2
1361.23      1366.27       3
811       3
420.40      434.40       7
528.25      532.52       8
605.59      609.45      10
669.13      683.74       5
726.91      734.55       1
810.09      822.96       9
850.38      864.49       3
903.87      918.56       7
988.39      1003.18       9
1079.14      1083.81      10
1180.07      1192.80       7
1217.84      1228.60       2
1255.57      1260.60       3
1334.32      1349.09       9
812       8
475.25      484.46       2
534.74      547.50       6
556.18      560.08       8
646.54      656.62       5
748.42      758.86       6
804.79      817.29       2
848.02      861.18       5
925.85      933.49       1
942.10      952.36       4
813       7
421.24      436.09      10
489.06      493.71       9
510.82      522.68       1
610.87      622.07       4
637.25      648.20       1
743.85      752.90       6
788.62      801.71      10
832.90      847.80       7
855.09      859.20       8
926.52      937.94       5
999.46      1014.11       2
1062.99      1071.99       8
1117.91      1129.55       9
814       2
479.33      486.20       4
575.00      579.01       8
617.40      621.67       4
666.30      670.39       8
687.25      698.32       5
789.86      800.74       6
832.28      838.38       4
907.67      912.12       5
944.92      953.31       3
1046.62      1060.60       7
1071.25      1083.92       5
815       7
423.54      436.78       3
470.77      485.99       7
574.40      586.91       5
678.27      682.39       4
739.94      744.28       8
790.49      799.34       2
885.09      890.43       3
909.78      916.95      10
961.31      975.24       5
996.01      1000.44       4
1010.98      1023.91       3
816       5
446.62      457.75       8
521.52      525.62       4
563.71      570.39       2
632.03      638.76       4
692.03      702.80       1
756.91      770.40       3
790.16      794.07       8
839.75      851.82       9
938.99      943.87      10
1028.87      1035.32       3
817       8
406.46      419.83       9
443.64      449.03       6
523.60      530.24       4
554.43      566.46       7
590.74      595.36       8
662.11      675.24       9
762.78      767.89       6
809.64      818.96       1
883.76      894.61       2
980.55      990.91      10
1019.01      1023.72       9
1112.23      1116.81      10
1170.75      1177.97       3
1248.96      1256.44      10
1321.21      1328.50       3
818       6
465.57      476.78       5
481.79      491.86       6
539.08      543.37       8
552.15      556.53       7
616.39      629.63       9
711.54      726.45       3
759.35      774.49       1
848.16      859.90       7
890.97      905.97       9
988.04      994.40       4
1011.73      1025.76       3
819       5
415.18      429.38      10
451.29      464.87       6
485.42      493.57       1
513.09      528.70       3
546.50      561.85       1
820       4
371.31      378.48       2
437.44      442.41       3
472.43      476.20       8
501.63      513.97       9
535.68      548.43       3
582.59      586.81       8
678.97      691.09       9
698.03      709.67       1
751.90      761.93       7
811.83      818.13       6
821       8
434.18      437.97       3
513.61      517.54       8
544.65      555.37       5
617.91      625.45       1
710.15      717.57      10
809.40      813.02       8
836.26      840.94       7
875.28      888.04       4
934.11      946.57       3
993.27      998.62       2
822       7
446.03      452.36       6
537.52      546.71       1
614.31      622.64      10
685.45      696.50       4
714.82      726.38       1
820.64      833.64       3
905.29      909.81       2
914.94      926.09       7
975.74      980.38       8
1037.37      1041.41      10
1114.71      1127.64       5
1140.51      1153.54      10
1238.68      1242.28       8
1319.69      1323.74       7
1344.52      1348.81       8
823      10
447.38      459.78       5
536.42      548.15       7
584.19      597.37       5
661.31      665.77       4
755.45      761.88       9
847.85      854.90       4
950.72      961.32      10
1041.15      1055.21       5
1116.42      1129.09      10
1220.92      1225.38       9
1284.60      1295.87       1
1373.67      1382.26       5
824       8
442.82      451.42       2
538.64      543.40       3
589.36      595.20       6
624.52      631.56       4
639.72      651.88       3
722.74      731.51       5
744.91      752.17       1
827.45      838.62       2
896.49      902.73       4
932.07      941.90       1
995.55      1009.73       3
1056.27      1068.35       4
1103.36      1115.38       7
825       6
428.69      433.14       8
532.94      545.18       1
567.77      575.83      10
660.40      667.53       3
727.21      742.81       1
751.07      761.25       7
790.70      803.93       5
809.13      822.73      10
826      10
427.00      437.90       4
451.44      461.83       1
551.61      561.26       4
632.12      646.79       3
671.52      677.45       6
711.98      721.58       1
806.61      816.88       4
911.39      918.46       6
983.50      994.59       5
1072.58      1086.39       9
1107.01      1110.83       2
1130.43      1140.68       7
1196.52      1209.97       3
1254.92      1259.16       8
1266.85      1271.51       6
1343.71      1353.00       5
827       2
400.60      410.44      10
417.16      428.65       2
480.86      492.16       1
565.76      574.55       5
618.47      631.07      10
646.71      657.00       4
738.85      753.04       3
846.78      859.94       4
902.32      908.94       9
828       6
373.06      383.15       5
431.21      443.69      10
471.55      475.54       8
498.90      502.62       3
559.14      567.60       5
592.14      606.12       9
678.38      691.97       3
697.83      712.58       7
781.31      793.65       4
821.29      825.43       5
862.40      871.94       6
912.18      918.33       7
991.46      995.95       8
1028.35      1039.76       5
1075.17      1087.73      10
829       6
425.18      438.21      10
452.18      459.52       3
514.65      527.59       7
609.55      620.77       1
662.95      671.03      10
691.65      703.42       4
743.47      755.24      10
824.60      835.31       4
876.67      883.23       2
922.44      935.41       6
1008.79      1014.72       3
1046.65      1060.46       9
1138.67      1143.57       6
1175.20      1190.05      10
830       3
390.43      395.50       6
487.27      492.89       7
581.07      585.51       8
620.28      624.25      10
657.13      671.07       6
706.67      712.40       3
728.38      742.38       1
788.23      799.04       8
897.41      906.63       2
979.81      989.67       7
999.40      1011.24       5
831       9
451.37      464.93       1
512.64      520.40      10
549.37      559.48       2
616.42      626.74       7
720.73      733.87      10
831.03      845.44       7
917.68      921.97       8
1003.21      1007.60       7
1051.63      1060.82       2
1138.69      1152.85       5
1200.04      1208.85       3
1260.04      1265.75       6
1359.00      1364.59       7
832      10
405.25      418.67       6
427.30      437.39       5
458.75      469.56       6
562.89      573.96       5
619.88      629.47       6
833       4
441.59      453.67       7
536.70      551.21       9
650.86      655.66      10
684.53      691.99       1
720.30      734.57       3
748.09      762.21       4
849.44      859.60       1
942.10      953.72       9
1002.19      1017.44       5
1077.11      1088.24       8
1147.62      1151.83       7
1163.29      1169.22       6
1230.89      1237.37       7
1257.93      1269.38       1
1337.51      1348.64       4
834       6
456.96      462.39       3
477.35      485.77       5
526.49      540.23      10
554.43      558.07       8
585.36      589.28       4
689.27      703.32       3
710.80      724.66       4
778.92      785.23       2
842.58      853.23       1
862.49      872.22       2
942.88      953.22       7
1022.77      1036.81      10
1129.85      1136.69       3
1200.47      1207.73      10
1284.14      1288.73       9
1316.39      1320.04       2
1351.51      1361.63       1
835       3
444.19      456.96       9
476.78      481.69       6
580.79      585.24       8
661.50      665.57       3
720.89      727.72      10
762.13      766.03       8
828.22      841.90       9
921.67      928.36       4
973.00      976.67       5
995.66      1010.17      10
836       3
424.38      437.19       4
474.24      484.24       1
500.32      511.56       4
526.05      532.25       6
543.21      549.47       4
562.63      566.98       5
625.35      636.20       6
709.59      714.21       8
793.18      797.12       3
820.46      833.53       4
887.60      898.62       7
956.51      961.23       8
987.03      997.27       1
1022.13      1034.47       8
837       3
435.29      447.67       4
467.86      479.39       1
520.90      533.22       8
624.82      629.44       4
692.58      699.67       6
770.39      776.39       3
838.41      843.25       2
855.00      863.30       8
911.67      924.03       9
838       8
462.94      473.56       1
533.11      544.25       7
587.91      598.34       1
607.74      620.19       9
677.04      690.52       1
839       8
395.70      400.36       6
440.61      446.67       7
504.81      518.19       9
576.30      588.55       1
610.10      625.19       3
637.27      650.18       1
662.75      673.07       8
725.37      729.10      10
749.79      754.53       9
785.99      790.52      10
873.93      877.52       8
894.75      898.31      10
975.52      988.68       5
1082.05      1095.71       2
1133.07      1141.50       8
840       1
362.96      372.55       2
393.80      408.33       5
500.13      512.68       2
604.90      614.58       7
702.38      706.97       8
738.03      741.39      10
773.52      780.75       3
854.74      868.42       1
897.27      906.00       6
955.21      967.77      10
1063.52      1072.11       1
1136.82      1147.62       2
1153.20      1157.61       3
1223.42      1228.41       2
1321.46      1325.06       9
1335.23      1340.07      10
1396.47      1410.97       7
841       5
436.32      444.52       3
509.76      525.19       1
557.81      567.31       6
590.96      595.40       8
647.19      660.15       9
758.77      763.17      10
808.09      821.40       6
871.80      883.54       2
943.96      947.28       9
1047.16      1059.44       8
1133.00      1137.14       4
1157.65      1161.72       5
1258.50      1269.10       6
1347.04      1352.67       9
842       5
444.38      452.45       1
521.10      530.39       6
601.81      607.33       7
626.34      638.91       5
697.49      708.94       8
774.93      779.23       4
858.20      861.95       5
939.87      949.87       6
963.34      970.18       4
843       3
452.02      464.26       4
476.65      488.13       7
579.08      590.20       1
619.93      630.40       8
728.27      732.53       7
798.82      813.07       9
829.42      836.71       4
858.74      865.32       9
884.00      890.54       4
906.35      910.26       8
844       4
436.56      441.07       8
489.33      492.76      10
520.27      528.60       1
537.96      553.55       3
601.07      615.72       4
661.30      665.71       5
764.16      777.52       7
818.44      830.56       4
846.27      856.40       1
907.04      916.78       2
1014.63      1018.01       9
1054.47      1061.14       4
1158.12      1170.28       3
1236.21      1249.81       9
1258.23      1263.07       6
1294.00      1303.44       5
1364.98      1378.24       7
845       8
463.95      467.81      10
551.81      564.27       6
648.92      654.67       7
723.38      727.76       8
781.74      793.09       5
879.06      883.19       4
906.63      910.46       5
953.90      961.81       1
1056.64      1065.33      10
1162.72      1172.77       2
1239.05      1244.06       3
1256.77      1269.45       7
1281.28      1291.19       2
846       6
476.75      483.27       7
507.92      521.91       9
609.60      622.60       8
677.73      689.49       5
729.04      738.59       6
761.99      767.58       7
857.61      862.26       8
921.89      925.30      10
1022.66      1034.13       2
1123.93      1132.29       8
1231.94      1235.88      10
1257.08      1264.57       3
847       2
369.92      380.66       1
393.18      402.85       6
456.88      462.11       9
481.68      488.92       4
588.83      600.89      10
676.92      691.01       5
783.89      794.94       6
800.63      812.41       2
832.90      846.75       5
941.47      950.00       1
998.74      1008.36       4
848       3
446.90      451.14       8
533.45      545.40       1
615.20      626.83       4
695.96      707.70      10
757.81      772.60       7
827.29      838.85       4
890.54      904.00       3
910.28      924.95       9
960.10      974.01       3
1068.26      1077.64       5
1094.28      1106.24       7
1127.60      1138.76       2
1218.95      1222.61       9
1271.78      1284.36       8
1311.37      1324.30       9
1383.57      1396.18       8
849       2
476.32      488.78       6
555.69      560.98       3
577.75      587.00       5
676.56      680.69       4
686.53      690.75       5
738.98      747.02       1
834.69      846.65       8
939.91      953.12       9
964.30      977.73       1
1073.94      1084.56       2
850       2
421.04      426.39       3
432.81      436.72       8
528.99      540.67       9
570.65      584.04       1
612.15      624.20       8
674.43      684.88       1
702.98      711.04       5
725.81      729.97       4
737.91      742.35       5
761.98      772.06       6
851.10      856.13       9
946.78      960.58       3
1048.48      1062.37       4
1160.00      1173.15       7
851       2
464.61      474.99       7
570.79      583.87       9
678.07      681.76       2
774.55      784.40      10
873.88      877.68       8
920.13      924.70       7
852      10
391.12      404.57       7
424.85      435.15       2
484.25      489.49       3
584.53      591.20      10
660.95      667.63       3
719.88      732.34       4
793.15      799.37       2
809.72      820.06      10
826.34      833.89       3
898.69      902.67       8
957.13      960.93      10
1020.03      1033.24       5
1039.68      1048.01       1
1082.58      1090.85       5
853       3
420.49      426.11       6
482.27      487.74       7
584.02      590.06       6
680.25      685.48       3
754.86      768.91       1
853.98      865.51       7
932.99      943.49       1
1019.77      1030.13       2
1116.20      1124.12       8
854       7
368.61      382.72      10
463.81      467.42       8
550.20      554.67       4
609.11      615.43       2
700.81      712.12       1
718.82      732.81       3
746.67      754.98       5
802.51      815.85       7
853.48      866.33       9
855       6
379.33      384.96       3
433.77      447.53       4
461.89      465.84       5
562.14      570.92       1
640.43      650.11       6
696.51      709.28      10
749.01      756.78       1
806.19      816.01       6
856.58      862.92       4
929.48      933.53       8
1008.98      1013.58       4
1046.93      1057.11       1
1081.94      1091.89       2
1190.16      1198.69       8
1249.67      1253.56       3
1344.63      1354.26       5
856       9
460.97      473.45       1
486.89      495.58       5
523.74      536.53       2
599.35      610.19       1
709.63      720.85       8
774.71      786.79       1
857.07      866.54       2
907.77      919.37       6
1001.38      1007.80       7
1053.39      1063.82       2
1100.47      1110.91      10
1207.82      1216.27       1
1295.43      1304.97       6
1363.92      1371.11       4
857       5
420.60      424.27       4
449.14      462.27       7
469.93      481.74       4
513.25      517.11       5
548.47      558.93       6
644.45      655.00       5
698.53      711.23      10
738.29      745.94       1
826.22      838.45       8
866.96      875.96       2
933.81      948.09       5
967.07      979.57      10
1003.09      1006.67       8
1101.72      1115.00       9
1128.80      1132.41       2
858       2
440.99      450.06       8
492.98      497.60       6
515.99      521.17       3
540.38      544.71       8
583.98      597.47       9
664.42      679.02       7
720.15      730.99       2
859       3
388.96      392.59       8
477.74      490.59       9
524.98      530.20       6
601.74      608.06       7
641.93      655.48       9
728.24      741.43       7
808.29      823.18      10
842.23      846.33       9
946.26      959.10       7
976.31      989.74       3
1066.81      1074.46      10
1159.89      1163.28       8
1189.68      1202.01       1
1275.81      1284.21      10
1314.11      1326.49       7
860      10
446.19      454.40       1
540.92      552.13       8
611.38      623.20       1
630.40      642.37       9
700.02      715.28       7
736.72      749.68      10
784.76      792.27       3
815.66      829.30       4
881.84      893.09      10
917.18      931.48       6
1015.29      1024.66       1
1029.77      1040.46       7
1055.33      1067.87       3
1095.28      1108.98       7
1164.68      1176.86       5
1249.03      1260.43       7
1309.07      1315.33       6
861      10
459.91      466.41       3
485.46      498.48       7
515.06      527.72       4
539.69      544.06       8
555.90      559.97       4
587.60      601.72       3
660.79      675.33       7
693.31      704.34       4
803.85      810.18       9
903.10      915.53       8
988.56      992.63       3
1062.44      1070.05      10
1097.62      1101.07       8
862       5
470.84      481.76       8
540.67      552.43       5
640.17      652.95      10
716.27      728.85       5
739.13      750.99       8
833.00      845.03       5
896.90      900.75       4
974.05      978.19       5
1064.69      1074.52       6
1127.68      1136.68       1
1194.12      1205.06       8
863      10
383.18      391.59       1
402.67      415.18       9
500.85      507.92       4
590.30      594.34       5
650.48      658.33       1
675.14      685.91       7
765.86      772.14       6
864       4
370.06      374.43       5
463.75      477.28      10
561.09      568.63       1
661.22      669.95       6
745.20      750.79       9
827.09      841.59       5
848.60      863.97       9
961.00      974.27       1
1042.51      1053.98       8
1123.42      1133.86       5
1229.89      1244.63      10
865       5
467.40      476.77       6
525.91      532.58       4
586.04      593.03       6
665.71      672.14       4
706.31      713.62       9
791.51      805.13       5
856.10      869.88       9
968.74      981.53       8
1080.22      1094.02       9
1158.72      1163.26      10
1262.09      1265.55       8
1342.80      1354.68       5
1373.96      1385.25       8
866       4
390.75      395.27       8
479.67      491.60       1
591.33      599.70       6
656.06      662.26       7
740.29      755.40       9
772.19      776.94      10
867       8
392.24      395.66      10
491.91      504.32       5
558.81      568.94       6
611.21      625.48      10
694.59      698.13       8
780.26      784.90       4
822.53      829.31       2
840.13      850.78      10
937.57      945.36       1
1025.77      1036.98       2
1098.33      1103.20       3
1123.88      1127.59       8
1202.28      1214.32       1
1287.83      1301.10       3
868      10
364.04      377.80       7
470.29      475.13       8
495.09      499.77       6
525.20      537.53      10
582.37      595.47       7
653.85      658.52       8
663.70      668.07       3
746.56      760.94       4
784.08      788.54       5
842.91      854.69       7
884.76      890.89       6
903.16      912.66       1
983.96      994.18       2
1010.96      1018.08       4
1030.71      1034.95       5
1059.27      1071.60       7
869       2
430.36      433.66       9
476.45      480.89      10
524.05      531.88       1
561.92      572.70       2
595.91      606.51       1
870       3
384.87      397.64       4
432.76      439.32       9
527.02      531.23      10
577.09      584.29       3
600.03      603.98       8
662.99      667.64       7
734.73      739.53       8
812.37      816.31       4
869.33      881.95       7
887.01      892.71       6
972.21      977.57       3
1066.25      1073.80      10
1139.59      1153.46       5
871      10
443.31      457.02       7
511.03      523.76       9
598.04      602.10      10
695.18      698.92       8
710.85      715.23       7
773.07      777.21       8
822.42      830.20       2
920.17      929.99       7
954.45      968.07      10
1025.92      1029.93       8
1092.00      1095.38      10
1192.57      1202.70       2
1217.93      1232.61       5
872       8
422.21      433.62       9
527.37      530.70       2
607.13      616.51       8
683.60      695.14       9
752.90      757.24      10
772.74      776.60       8
830.65      839.73       2
873       7
446.11      460.27       9
475.07      490.42       5
585.28      595.19       6
629.24      634.61       3
723.70      737.94       1
780.08      794.26       3
874       4
435.43      445.51      10
541.95      553.96       2
623.67      627.37       9
633.48      646.56       1
666.80      680.15       3
762.17      776.89       4
796.59      802.93       9
815.07      829.10       5
885.68      899.48      10
875       7
424.82      438.91      10
481.87      495.38       6
505.65      514.97       1
599.03      610.07       2
649.57      660.25       1
725.54      735.26       2
808.72      817.39       8
888.47      893.26       7
975.44      988.29       4
1083.40      1087.58       5
1097.20      1108.45       7
1151.99      1163.62       5
1189.16      1203.84       9
1262.28      1274.05       1
1351.80      1362.59       2
876       1
387.57      394.89       5
409.61      424.26      10
491.71      495.04       8
503.01      515.94       9
547.55      560.85       7
584.41      597.43       5
649.95      661.08       8
730.60      735.11       6
753.40      759.09       3
814.00      819.96       6
844.52      851.87       4
926.42      930.49       5
1021.82      1031.91       6
877       6
369.46      381.86      10
441.34      445.48       9
522.45      537.13       7
624.12      628.74       8
645.15      649.59       4
660.00      666.57       2
687.03      697.19       1
759.70      772.93       3
868.25      875.28      10
954.81      963.33       1
990.97      1001.75       2
1057.87      1062.92       3
1144.14      1152.59       5
1160.54      1170.70       6
1213.54      1217.59       8
1243.84      1256.73       9
1323.94      1331.05       4
878       8
446.26      450.78       4
525.48      531.66       9
572.91      585.05       1
660.08      669.24       6
720.90      727.37       4
796.34      800.57       5
806.19      810.63       4
816.37      828.35       7
837.72      850.25       5
915.78      923.26       1
947.84      955.31       5
1024.93      1034.20       6
1053.90      1062.42       1
1082.36      1096.01       3
1119.13      1125.98      10
1219.87      1230.57       4
1311.00      1315.06       5
879       5
366.32      379.00      10
463.22      477.89       7
536.41      545.81       2
638.39      643.74       3
657.97      665.54      10
688.07      699.38       2
724.40      733.74       8
767.57      781.25       9
846.33      852.05       6
937.97      943.12       9
1024.63      1028.31       2
1040.45      1052.82       6
880       8
413.65      426.05       9
472.00      487.99       5
502.98      513.89       6
529.67      534.61       9
572.05      585.19       8
621.75      625.43       3
724.30      729.14       2
739.22      751.70       6
811.10      822.28       5
853.51      857.57       4
944.00      953.78       1
1045.83      1056.12       2
1103.81      1116.59       6
1193.73      1201.04       4
1264.62      1269.03       8
1320.10      1333.23       9
881      10
408.34      422.15       7
428.12      434.10       6
529.72      536.02       4
599.31      610.44       7
632.37      638.26       6
694.85      705.96       5
714.93      718.83       4
793.67      797.39       5
867.32      875.73       1
916.40      926.77       7
1012.43      1022.03       2
1091.19      1095.74       3
1188.67      1202.55       7
1220.12      1224.55       8
1250.90      1255.08       4
1345.94      1352.44       2
882       6
382.70      387.74       9
418.75      422.87      10
522.27      535.09       6
602.85      612.00       1
631.99      642.61       8
655.31      659.49       3
684.63      688.42       8
772.26      783.79       9
869.36      874.29       6
972.11      982.49       5
1028.70      1037.83       3
1121.70      1135.77       1
1192.34      1203.85       8
1235.00      1238.49      10
1320.28      1330.75       2
1401.01      1412.38       1
883       8
413.79      425.27       9
524.33      530.51       4
550.45      554.54       5
642.00      653.64       8
707.76      711.79       7
769.99      784.77       9
813.56      827.73       5
912.27      921.35       3
977.74      992.70       1
1019.05      1027.08       5
1120.16      1131.25       6
1148.93      1152.88       8
1221.68      1232.31       1
1304.98      1315.85       2
1383.36      1394.06       1
884       4
403.92      410.20       9
438.16      450.01       1
538.26      546.08       5
638.69      649.79       6
729.67      741.18       2
790.40      805.37       5
886.99      899.96       7
989.77      994.17       8
1045.69      1049.57      10
1097.86      1102.50       9
1110.43      1122.42       1
1145.04      1153.72       6
885       1
473.14      481.68       5
545.41      555.62       6
648.04      652.48       8
709.79      713.68       6
740.22      744.42       8
779.30      790.95       5
886       2
388.22      393.07       3
459.53      464.92       6
510.14      524.51      10
547.56      554.60       3
625.58      637.91       4
701.46      705.98       8
733.40      743.86       1
819.66      827.60       5
869.77      881.31       8
975.15      988.72       9
887       7
456.08      462.37       6
506.74      514.09       4
537.97      544.65       6
610.97      622.11       5
716.27      728.79       2
809.31      818.53       7
874.91      888.18       9
944.40      957.18       7
1008.32      1021.49       4
1114.64      1121.28       9
1154.96      1159.09      10
1226.46      1237.02       2
1301.70      1307.05       3
888       5
401.82      414.30       2
478.59      492.93       5
585.46      589.12       4
600.08      611.60       1
670.99      679.13       5
768.59      782.66       2
808.55      816.33       8
865.50      869.43       4
891.65      895.79       5
945.23      955.29       6
970.66      976.48       7
1073.87      1088.31       9
889       4
374.44      384.20       1
399.51      410.43       4
432.19      436.58       8
487.73      499.65       5
511.44      525.93       2
569.62      578.60       8
599.82      611.32       9
660.56      664.61      10
670.02      683.58       6
692.13      698.74       7
714.94      719.74       8
759.94      764.50       6
819.56      829.30       1
922.03      932.97       7
953.46      959.05       6
995.53      999.55       8
1055.06      1059.51       7
1138.95      1149.13       2
1207.21      1214.20       4
890       6
384.35      390.24       7
457.80      462.54       8
472.16      483.86       9
565.84      570.50      10
662.86      673.31       4
689.60      693.36       5
771.34      782.71       7
810.46      816.43       6
855.10      860.16       3
954.86      960.15       2
1055.71      1066.57       1
1114.40      1125.51       2
1144.72      1149.70       3
1202.14      1211.74       5
1254.40      1266.05       8
1303.52      1314.86       5
1385.25      1395.80       6
891       9
460.58      473.22       7
553.90      565.01       1
652.63      662.79       4
727.87      734.21       2
768.15      773.15       3
868.32      873.73       6
892       8
362.12      366.62       4
441.84      446.14       5
493.01      506.15       7
603.33      617.02       3
634.87      648.47       7
662.88      674.47       4
761.68      772.03      10
837.79      851.23       7
933.22      946.90       3
953.07      960.36      10
1025.08      1029.41       9
893       9
467.03      473.34       4
488.60      495.49       2
541.75      549.09       4
621.26      634.04       3
684.12      687.89       8
737.35      741.26       6
775.95      780.19       8
876.01      884.25       2
982.93      994.09      10
1057.32      1069.92       5
1093.80      1103.07       3
1124.68      1128.49       8
1148.89      1153.43       6
894       1
417.27      425.84      10
